Gene,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
FLNB,0.0026069686,0.00200023,0.0016765337,0.0018307853,0.002484583,0.0021914034,0.0027236352,0.0024947498,0.0026159417,0.00449507,0.0012177621,0.001858726,0.003158478,0.0023515394,0.0024499057,0.0013236218,0.0020338711,0.0020493502,0.0027127892,0.0040771705,0.0025022533,0.0023062327,0.0016900135,0.0031112873,0.0023726807,0.0018197702,0.0019668113,0.0028937287,0.0015613786,0.0013770382,0.0018379403,0.0017047358,0.001992886,0.0016038019,0.0030860156,0.00232603,0.002069353,0.0014777506,0.002717805,0.0023701906,0.0016750861,0.0043523447,0.002384897,0.0049486533,0.0041832305,0.0028561128,0.0035936662,0.0030333018,0.003034873,0.0044238274,0.0017895472,0.0026469394,0.0023308555,0.0024451534,0.0027437224,0.00097070314,0.0013707267,0.0023819674,0.0017351273,0.0025414422,0.0023887348,0.0014553067,0.0028820757,0.002681023,0.0015436015,0.0018751326,0.0020018101,0.0013773625,0.0010418337,0.002826197,0.0028253128,0.0026977637,0.0013084009,0.0013258985,0.0021946386,0.0024207516,0.0013339153,0.0015382098,0.0008872979,0.0014087074,0.0018888791,0.0022459226,0.00072439935,0.0008608783,0.0017579529,0.00067044626,0.0018689767,0.0022553797,0.001055967,0.0010368095,0.00104564,0.0011931623,0.0017320208,0.0015642089,0.0008768452,0.00087342167,0.000783737,0.0015112299,0.0007666872,0.001451297,0.0008598403,0.0026625374,0.0010630966,0.0007177825,0.0012694959,0.00080782844,0.00081596465,0.0013574759,0.000880079,0.00090403325,0.0013837111
FLT3,0.0049385657,0.0013228803,0.00082811684,0.0006376678,0.0029013758,0.003435514,0.0010298869,0.004105295,0.0016734977,0.0019915795,0.00086711603,0.002272584,0.001270132,0.001512071,0.003291344,0.001527992,0.0035251447,0.002710791,0.0021138173,0.0010365725,0.00090307876,0.0018777709,0.0007620124,0.003704636,0.0022232044,0.0015667861,0.0015181468,0.0016331854,0.0038116449,0.0016350134,0.0011413831,0.0009079329,0.0019317303,0.0014266742,0.000752185,0.00168717,0.0028793106,0.0007640514,0.003916433,0.0033400168,0.0019323716,0.0035555991,0.0050586704,0.0026395696,0.000768913,0.003740114,0.0012831569,0.0014522388,0.0039934795,0.008134091,0.0020084921,0.0012951054,0.0010468327,0.0012116518,0.0011939311,0.0012065724,0.0023049293,0.0026138928,0.0017392829,0.0015488369,0.0012685753,0.0010031649,0.0016039232,0.0011954749,0.00045726035,0.0014157285,0.003812528,0.0037216048,0.002630031,0.0022350692,0.0023822929,0.0009970141,0.0021048014,0.0011424861,0.0026014287,0.0020847544,0.00064102636,0.0017506721,0.0019789021,0.0007878033,0.0013351209,0.0017009752,0.0016058852,0.0006386037,0.0013394469,0.002305378,0.00080975395,0.0024288392,0.0019527273,0.0011664972,0.003984297,0.0011395983,0.001427928,0.0025329331,0.0029899944,0.00090853916,0.0017113725,0.0025176473,0.0021820678,0.00064154324,0.002146143,0.0019384053,0.0008707888,0.0006523891,0.0026517257,0.0013956245,0.0014861291,0.0025514872,0.001854415,0.002653094,0.0040467894
FMN1,0.0023713494,0.0004983234,0.001116521,0.003296858,0.001450067,0.00060969684,0.000597894,0.0039705206,0.00073870376,0.0007910489,0.003935709,0.0008327082,0.00057541643,0.0012031622,0.0020919174,0.0005745317,0.00089423696,0.0023741012,0.0005453334,0.0005881198,0.00038755522,0.0005180869,0.00022673163,0.0023866696,0.008530799,0.0030586682,0.002849595,0.00051450246,0.002841535,0.0009484199,0.0051718135,0.0003706103,0.0017731902,0.00067104946,0.00063059444,0.004294504,0.0010520547,0.00069609185,0.0010199198,0.000983271,0.0057947417,0.0007696145,0.00069578853,0.0021296989,0.00044032012,0.00736698,0.0005271256,0.00059769506,0.00242597,0.0012994449,0.002115178,0.0018672049,0.00070971344,0.0028599626,0.0017427475,0.00032399816,0.0018997572,0.000983597,0.0046249875,0.006013035,0.0004132192,0.0054548704,0.0005175193,0.0039957934,0.005196836,0.0008319759,0.004716936,0.0004716459,0.0006153537,0.0006782888,0.005230706,0.0020568206,0.0007704113,0.0018660674,0.0010409716,0.009511713,0.010848472,0.00043087528,0.0044215186,0.0003780102,0.005433423,0.0005777368,0.0016243318,0.00029859756,0.0003571944,0.0019461529,0.0033336529,0.0007869924,0.0005255628,0.00065971,0.000976545,0.0016245147,0.004472584,0.000739671,0.0047047744,0.00029815233,0.00049592496,0.0010554005,0.0003661944,0.00031403353,0.00046386127,0.005701601,0.0034975589,0.003350728,0.0007584132,0.0010798044,0.0026205801,0.0007091999,0.00034388548,0.00072888506,0.0010195731
FMNL2,0.0017537962,0.011147908,0.0023604971,0.0015124639,0.002230515,0.0034744774,0.0019531697,0.0018152951,0.0021840546,0.0024839167,0.0013949492,0.0023340224,0.0010543984,0.0012963027,0.0020447443,0.0011819078,0.0014381567,0.0024956989,0.002451553,0.0014004603,0.001549138,0.0012729642,0.0034480933,0.0016566325,0.0017149237,0.0026858442,0.0020182673,0.0025741276,0.0054238574,0.0034932164,0.0013101966,0.0009928184,0.0023000445,0.0011025347,0.0014068427,0.0018372143,0.0019951628,0.0016528774,0.002566798,0.0019515387,0.0024744857,0.0021635436,0.0023164665,0.0053461525,0.0031194154,0.001622134,0.000732396,0.0013459709,0.0018471899,0.0029445414,0.0021076587,0.0042487616,0.0020290825,0.0016514332,0.0028406365,0.004528445,0.0013459723,0.002049584,0.0030673947,0.0018709593,0.0009756339,0.0014601392,0.0022976615,0.00077925646,0.0015259126,0.002416293,0.0025395737,0.0017057706,0.0027767154,0.0013524012,0.0014268594,0.001846842,0.0021646502,0.0013041848,0.0021578914,0.0015055877,0.0012984871,0.0018030348,0.0017189556,0.0018385289,0.0012842071,0.0017393957,0.001391401,0.0014355996,0.0008522893,0.0017952682,0.0011700101,0.001814645,0.0020818503,0.0016669447,0.0019380504,0.0016379716,0.0012273546,0.0022758448,0.0018844316,0.0004090462,0.0015776266,0.0020772375,0.0011878883,0.0017015,0.0021193794,0.0014360283,0.0006728058,0.0016839423,0.0014341088,0.0016201753,0.0033347416,0.0013959319,0.0010652839,0.000777805,0.0012858856
FMNL3,0.0020176081,0.0016034666,0.002229822,0.0020581416,0.0028144987,0.0020160966,0.002385283,0.0016863506,0.0029275564,0.0033290887,0.0022564009,0.0028061743,0.0028264655,0.0023175736,0.0019277652,0.0014551952,0.0019672574,0.0016865128,0.002493472,0.00240409,0.0016378466,0.00293002,0.0020868757,0.002706419,0.0023767117,0.001843654,0.0018845281,0.0021607743,0.0014429059,0.0022525438,0.0022688645,0.002111918,0.0024602797,0.002878123,0.0021746045,0.0022710098,0.0017689781,0.0017654808,0.0029549357,0.0030321528,0.0023043896,0.0032285748,0.0022630405,0.0031198733,0.0022832318,0.0021907217,0.0020457,0.0024508096,0.0021743823,0.0017213746,0.0023586475,0.0022505107,0.0018671931,0.0024564932,0.0024951966,0.0015562496,0.0018367361,0.0018183558,0.001630651,0.0016644942,0.001787836,0.0020807649,0.0037575478,0.0017425395,0.0021276847,0.0023697924,0.0014811535,0.0016471416,0.0016605575,0.0022710424,0.0023168598,0.0017736539,0.0015451228,0.0017251397,0.0018055702,0.0017462459,0.0019964469,0.0021213226,0.0010682622,0.0018155418,0.0021089697,0.0018071656,0.0008719334,0.0011771984,0.0022592046,0.0012629952,0.001896682,0.0018992506,0.001443353,0.0016347163,0.0010410121,0.0017187123,0.0020981287,0.0016669438,0.002083652,0.0013923481,0.0016014462,0.0010258096,0.0014839261,0.0022631357,0.0013073366,0.0021316614,0.0017490226,0.0017668083,0.001509366,0.0014447373,0.0015380628,0.0019072385,0.0017852598,0.0012904444,0.0015419151
FMO3,0.0018002825,0.002598508,0.0017881389,0.0017780516,0.0017664133,0.0017841368,0.0023555332,0.0017944749,0.0025766885,0.0017899396,0.0017934793,0.0017975745,0.0017882838,0.0024047473,0.0017747115,0.001770455,0.0018016238,0.0017783194,0.0017732456,0.0017970704,0.0017848872,0.0024817542,0.0017779989,0.0022990468,0.0017846812,0.001778088,0.0017653354,0.0017728482,0.0017535764,0.0017574228,0.002614216,0.0017755902,0.0017734065,0.002709394,0.0017838882,0.0017774565,0.0017854405,0.002381709,0.002443001,0.001778808,0.0026448006,0.0026371123,0.0017847713,0.0023547756,0.0017864939,0.0023469138,0.002373631,0.0024160533,0.0017842967,0.001778986,0.0017798041,0.0024348774,0.0017852269,0.0017810784,0.0017893295,0.0017728398,0.001781373,0.001798798,0.0023490859,0.0023107806,0.0017860298,0.0017946358,0.0031571814,0.0017840296,0.0017863075,0.0017872999,0.0017902793,0.0017776523,0.0017887835,0.001788891,0.0017738326,0.0017970704,0.0017980682,0.0023525688,0.0027302303,0.0017697022,0.0024526455,0.0027123531,0.0023585963,0.001791721,0.0017857539,0.0017971869,0.0017699064,0.0017895625,0.002446322,0.0027516976,0.001785977,0.0017876835,0.001787317,0.0023826964,0.002374058,0.0017728568,0.0032339555,0.0017916491,0.0023388234,0.0017993993,0.0022855904,0.0017899482,0.0017936487,0.0017976277,0.002349282,0.0017884526,0.0017815591,0.0023034536,0.0017877824,0.0023760318,0.0017807311,0.002324318,0.0017935956,0.0017959122,0.001780714
FNBP1L,0.0027009747,0.0037518474,0.0023085899,0.0016054687,0.0023674555,0.0019062306,0.0018233691,0.001691836,0.0017507767,0.0024487327,0.0021854653,0.0013266773,0.0021925967,0.0018112357,0.0024118715,0.0014361227,0.002216357,0.0016884337,0.0025468548,0.0023080176,0.0013818297,0.0021689793,0.0011712052,0.0017323707,0.0018189481,0.0030364052,0.001582124,0.0024144398,0.001964689,0.001491772,0.0017247894,0.0011212907,0.0019065496,0.0021476168,0.0010335929,0.001438717,0.0016314916,0.0021336707,0.0016838249,0.0016173663,0.0011860314,0.001923128,0.0018206316,0.0017376888,0.0019407303,0.0026206034,0.0017343552,0.001987303,0.0016642642,0.0026107065,0.0019999235,0.001602573,0.0013546594,0.0015704505,0.0011820436,0.002365093,0.0021806487,0.001481504,0.0025358116,0.0023152882,0.0020466563,0.0014539225,0.0019173665,0.0024507386,0.002242823,0.0034071095,0.0023613,0.0017202178,0.0016002859,0.0015191751,0.0029953914,0.0023093487,0.0032635122,0.0039001042,0.0020082651,0.002108675,0.002527923,0.0023842815,0.0028763271,0.0017427314,0.0021669604,0.0018184158,0.001586362,0.0016074512,0.0013471076,0.0018474779,0.0014296436,0.0028772806,0.0024509896,0.001635666,0.002064391,0.00184108,0.0024291505,0.0021517563,0.0012155406,0.0015872117,0.002214934,0.0014891374,0.0021289533,0.0022398413,0.001701814,0.0031246021,0.002170972,0.0020930604,0.0022574894,0.0017833803,0.0024398677,0.0011938108,0.00271197,0.0018727152,0.0016734865
FNIP2,0.002305912,0.0033566635,0.0021532737,0.0022145712,0.0025429318,0.0031068206,0.0019062288,0.002395653,0.0017515108,0.0033145025,0.0012089383,0.0020997375,0.0018964987,0.0021073364,0.0024440493,0.001848192,0.0020002595,0.0025780182,0.0020862857,0.0021502876,0.0021335925,0.002119876,0.001541575,0.0026920848,0.0032463854,0.0017391023,0.0012851261,0.0018544153,0.0028265212,0.002574596,0.0019022571,0.001327673,0.0021662766,0.0019923395,0.0025320398,0.0017694635,0.0022213503,0.00225463,0.002947448,0.0022066801,0.0024517253,0.0024375666,0.0030681018,0.0031040066,0.0028239887,0.0023464663,0.0016024294,0.0020019293,0.0015044132,0.003588606,0.0018667881,0.0022315104,0.0015394784,0.0017071053,0.0026075938,0.0029082794,0.0015670031,0.0028459367,0.0036696352,0.002058903,0.0023501797,0.0013277526,0.0018666583,0.001600789,0.0018289048,0.0023845318,0.0030861257,0.0017375291,0.0020379669,0.0020350073,0.003106038,0.0022206197,0.0026746271,0.0014808227,0.0015625277,0.0026817939,0.001654509,0.0019402383,0.001613695,0.001328638,0.0019066706,0.0018263306,0.0012262666,0.0012729054,0.0014889736,0.0017765058,0.000950382,0.0017394009,0.0018764125,0.0013546804,0.0010186477,0.0014519427,0.0010824726,0.0018621066,0.001840256,0.0006786637,0.001807389,0.0018849209,0.0021164538,0.0013743741,0.0013529491,0.002330721,0.0011526995,0.0011893003,0.001912119,0.0011170193,0.002275729,0.0013462742,0.0012171682,0.0007946958,0.0010066822
FOLR1,0.0018552265,0.002380803,0.0018352211,0.0026769557,0.001834353,0.0018088408,0.0018639072,0.0018450922,0.0018321876,0.002454207,0.0018483382,0.0018404308,0.0018708705,0.0018537435,0.0018126476,0.002370202,0.0024098863,0.0018169503,0.0017980604,0.0018548301,0.0018439102,0.0018404308,0.0018020594,0.0018005194,0.0018177268,0.0027451266,0.0018164617,0.0018240269,0.001824828,0.0018050299,0.0018343145,0.0018045076,0.0018009539,0.0027770533,0.001863509,0.0024143516,0.0027582345,0.001823499,0.0018029661,0.0018279501,0.0018428643,0.0018508332,0.0018551406,0.0018555202,0.0024611168,0.0018157862,0.0030104897,0.0018172718,0.0018208575,0.0017988948,0.0018087252,0.0018506964,0.0018266562,0.0017817308,0.001874842,0.0018401772,0.0030580382,0.0018310935,0.0018286468,0.0018415817,0.0018693064,0.0018573499,0.0025978205,0.0018038854,0.0018609801,0.001857713,0.0018479433,0.0018351867,0.0018656768,0.0018708018,0.0018208236,0.0018548301,0.0018515729,0.0018296296,0.0018419416,0.0023585737,0.0018278274,0.002825806,0.0018347449,0.0025036102,0.0018682798,0.0018436008,0.0018175768,0.0018522112,0.0025301026,0.0018382976,0.0018620711,0.0018638389,0.0018252466,0.0018314337,0.0018511942,0.003135438,0.0018383143,0.001867169,0.0018449234,0.0018472385,0.002316817,0.0018490265,0.0018442873,0.002417427,0.0023804964,0.0018667704,0.0018083879,0.0018574917,0.0024603775,0.0035344495,0.0024231616,0.0018501094,0.0018371488,0.0024958197,0.0018467593
FUNDC1,0.0023955505,0.0023269414,0.0019930147,0.0022182704,0.0018923095,0.002091343,0.0019184134,0.0024623638,0.0017505175,0.0019067602,0.0022427735,0.0016534098,0.0018509518,0.0018507374,0.0015380663,0.0015868549,0.0019381756,0.002107997,0.0016094772,0.001741036,0.0015852562,0.0018219436,0.002023569,0.001884976,0.0022727225,0.002321555,0.0023035456,0.0020158675,0.0028198129,0.0019009529,0.0018094183,0.0019372858,0.0014480018,0.0017497013,0.0020931098,0.0018687132,0.002167677,0.0025266006,0.0017567977,0.0014799143,0.0026857438,0.0018419939,0.0018793956,0.001694022,0.0018015372,0.0017923902,0.001969225,0.0019252058,0.0016141648,0.0012910744,0.0017222619,0.0015327978,0.0013324388,0.0016718919,0.0012584736,0.001973799,0.002437588,0.0011716982,0.002091777,0.0022865075,0.0014755799,0.0013683452,0.0013656702,0.0022396303,0.0017794997,0.0015272624,0.002317414,0.002228714,0.00237953,0.0011810445,0.001349524,0.0015886069,0.002606478,0.0028075015,0.0012568886,0.0022533967,0.00246867,0.0014118648,0.0024762414,0.0018355083,0.0020050174,0.0012003893,0.0018960199,0.0029658356,0.0018792673,0.0027251933,0.001699078,0.0026443396,0.0026632478,0.0020089503,0.0015146519,0.001665385,0.001887797,0.002370018,0.0020086968,0.001832411,0.0029075532,0.002886421,0.0028354612,0.0026669635,0.0027720663,0.0022016522,0.0024431108,0.0024700619,0.002688996,0.002699477,0.0028091113,0.0023000792,0.0023733634,0.0018065474,0.0019017578
FUT4,0.0018308244,0.0038841288,0.0017744771,0.0021328435,0.0020409406,0.001907891,0.0018126501,0.0019991647,0.0018333559,0.0024610858,0.0021663795,0.0020328518,0.0017966138,0.0017129696,0.002185804,0.0019583914,0.0021108058,0.0020546324,0.002215192,0.0033648203,0.0025288803,0.0020497828,0.0019092232,0.0017525065,0.0021739646,0.002722195,0.0017308474,0.0020230832,0.0020100155,0.0021418328,0.0017138242,0.0016598222,0.0025694594,0.0024222904,0.0024694602,0.0015011254,0.0018333541,0.002212192,0.0018778909,0.00185625,0.0023634403,0.0014947712,0.0023181385,0.0022844854,0.0024285193,0.0016308367,0.001845745,0.0017511013,0.0016791106,0.0024484422,0.0019959698,0.0017720927,0.0020626741,0.0015900729,0.002551816,0.0028157968,0.0020421515,0.002091192,0.0025152285,0.0018993566,0.00158178,0.002866089,0.0016881695,0.0016374898,0.0023655756,0.002377302,0.002081379,0.0018089337,0.0012962063,0.0025009108,0.002337657,0.0023620771,0.0020539605,0.0014248346,0.0016212766,0.0016327384,0.0018567865,0.002285621,0.0017625159,0.0019710367,0.002428809,0.0018890146,0.0016124303,0.0017042746,0.001547914,0.001488451,0.0016715964,0.0014456641,0.0015638439,0.0018139591,0.001663854,0.0016024553,0.0017969375,0.0016663931,0.0017318644,0.0014956282,0.001734734,0.0021967357,0.0047342726,0.0017945912,0.0017776715,0.0022338754,0.0015369038,0.0015179862,0.0012607466,0.0021346875,0.0020558967,0.0019313822,0.0022770185,0.0018826086,0.0017633868
FXR1,0.0021249126,0.0024128037,0.0019046301,0.0021002183,0.0018238715,0.0020075103,0.0020183816,0.001796251,0.0016376871,0.001895416,0.0018915642,0.0017687519,0.0020670937,0.0020606183,0.0017579155,0.0018137591,0.0018844809,0.0019374172,0.0018189851,0.001593565,0.0016728487,0.0017581987,0.0020290948,0.0019327095,0.0022668012,0.002103634,0.0020766077,0.0021906213,0.0021181689,0.0020157867,0.0018116413,0.0021354007,0.002067216,0.0018367849,0.002174575,0.0017467655,0.0018587342,0.0021976875,0.0019353635,0.001727904,0.0021482836,0.0018280422,0.0018607826,0.0016989138,0.0016265843,0.0017705611,0.0018162377,0.0020104877,0.0017436913,0.001784749,0.0015938173,0.0016466185,0.0016095579,0.0017650784,0.0015526307,0.001759227,0.0023262536,0.001452357,0.002112349,0.002220944,0.0015362683,0.0016336984,0.0015319495,0.0020079163,0.0020137518,0.0022943593,0.0018693773,0.0019537695,0.002509113,0.0013942136,0.0016700067,0.0016482995,0.0024392926,0.0024752428,0.0018483789,0.0021004947,0.002543653,0.0016816367,0.0021608956,0.0019769561,0.0021614234,0.0016567452,0.0024925303,0.002368012,0.0019765962,0.0025928426,0.0017156743,0.0021873103,0.0026617344,0.0020340823,0.0021692934,0.0023166784,0.002112204,0.0025387788,0.002393847,0.002196261,0.00271112,0.0024133124,0.0029942298,0.0023957654,0.0024755707,0.002175768,0.002586678,0.0020966062,0.0023799522,0.0021498988,0.0023306524,0.0018933205,0.0018908087,0.0019083284,0.001917808
FZD1,0.0011932859,0.0031661189,0.003201327,0.0015931788,0.0016393777,0.0029183626,0.0012177385,0.0018207328,0.002453592,0.0024103222,0.0018338618,0.0026374208,0.0018832071,0.002293342,0.0035404754,0.0024994044,0.0018837677,0.0016112134,0.0027549302,0.0029589285,0.0029826474,0.0018191343,0.0013906002,0.0008563784,0.0021858362,0.0028601238,0.0017555882,0.0015467162,0.001510372,0.0034501094,0.0014488059,0.0011917438,0.0031298713,0.001475245,0.0017866289,0.0016464017,0.0028261687,0.003095907,0.002651911,0.0017409229,0.0040088245,0.0016159868,0.0016982412,0.0063704187,0.0041752774,0.0020648022,0.0009509242,0.0017283126,0.0016848182,0.0034491946,0.0033027525,0.0017522479,0.0017383532,0.002304816,0.0026557858,0.002789681,0.0013795785,0.0026571183,0.0027374201,0.001750853,0.0028860327,0.0010398609,0.0017918383,0.0009370667,0.002189318,0.0018391195,0.0017404614,0.0016391728,0.0012136969,0.002004719,0.0020181753,0.0026206456,0.0022094096,0.0006568752,0.002172958,0.0020257654,0.0016755647,0.0031394314,0.0016040979,0.0031828727,0.001980162,0.0017527024,0.0014630446,0.0015111978,0.001107901,0.0012809247,0.0019571371,0.0016206461,0.0011038154,0.002238457,0.0015479026,0.002114175,0.0012255536,0.001199312,0.0019171882,0.0009778627,0.0014421379,0.0022120827,0.0008781198,0.0010948316,0.0009305336,0.0014392376,0.00072391704,0.0013023487,0.0015228338,0.0015041437,0.0011032481,0.002351931,0.0027019568,0.0015932122,0.0014200208
FZD10,0.0020082372,0.0020074307,0.0019957658,0.0026186418,0.0019750574,0.001985575,0.0019956306,0.0019988965,0.0019829334,0.001998117,0.001998559,0.0020007044,0.001997555,0.0020057384,0.0019786246,0.0019749324,0.002006408,0.0019821003,0.0019786546,0.0020056253,0.0019911071,0.0020007044,0.0019797382,0.0019694592,0.001987266,0.0019850307,0.0019716981,0.0019787424,0.0019667272,0.0019637865,0.0020000213,0.0019781718,0.0019759326,0.001974599,0.0019930345,0.0019780528,0.0019905407,0.001993237,0.0019679007,0.0019873104,0.002002897,0.0020047151,0.0019925793,0.0020029035,0.0019929388,0.0019743768,0.0019646708,0.0019884286,0.001990683,0.0019800721,0.0019853883,0.00198515,0.0019889579,0.0019792775,0.0020022353,0.0019809923,0.0019884058,0.002000359,0.0019769552,0.001987206,0.0019988362,0.0020040385,0.0019965358,0.0019847855,0.0019946129,0.0019949495,0.00199596,0.0019841306,0.0020005319,0.0020013265,0.0019790763,0.0020056253,0.002005964,0.00199787,0.0019781932,0.0019716832,0.0019967388,0.0019971358,0.0019776293,0.0019949342,0.0019951814,0.0020041438,0.0019754944,0.0019992788,0.0019921237,0.0019836093,0.0019945004,0.002668928,0.001990421,0.0026504989,0.001995623,0.0019764951,0.0019759545,0.002003024,0.0019947554,0.0020064157,0.0019997887,0.0019958478,0.002001425,0.0020050537,0.0019986571,0.0020004192,0.0019867371,0.0019868782,0.0020024683,0.0019930727,0.001983669,0.0019957353,0.0019970834,0.0020001417,0.0025712287
G6PC3,0.0016568425,0.0018171503,0.0020341044,0.0021334966,0.0026539469,0.0021021995,0.0019590412,0.002624426,0.0024250872,0.002060981,0.0019749277,0.0021576865,0.0017948376,0.0017540012,0.0020145003,0.0020304262,0.002249158,0.0015750816,0.0024387524,0.002932101,0.0023595826,0.0019749827,0.0020990665,0.001739681,0.0019171273,0.0019510334,0.0018815908,0.0018280207,0.0019652594,0.0026576447,0.0016887799,0.0014233543,0.002072191,0.001992744,0.0024978667,0.002299706,0.002432497,0.002348192,0.0026605963,0.002581364,0.0028017045,0.0023761732,0.0021788361,0.0032114293,0.0025260313,0.0020929556,0.00152235,0.0018090631,0.0017140888,0.0025003671,0.0031104577,0.002234566,0.001761249,0.00260606,0.0025320153,0.002665925,0.0016860297,0.0021156687,0.001671668,0.0018264418,0.0016041113,0.0017594108,0.0025844898,0.0014613108,0.0017604228,0.0013911052,0.0017685791,0.0018088458,0.0013132414,0.0016542958,0.0020272783,0.0025293631,0.0016733588,0.0014348545,0.0016615802,0.0020292683,0.0017429825,0.0021784727,0.0014542276,0.0028062693,0.0021896933,0.0015842755,0.0019675698,0.0021653199,0.0019045077,0.0015670013,0.0022712646,0.0019227098,0.0016402936,0.0016130825,0.0014977563,0.0021739192,0.0022697726,0.0015800946,0.00215731,0.0017259995,0.0015169355,0.001670551,0.0020285621,0.0017847264,0.0013494978,0.0019236819,0.0015677232,0.002229657,0.0018728618,0.0019461684,0.0014944548,0.0017819658,0.0021371993,0.0015759334,0.0020256161
GAK,0.0022076566,0.0019072833,0.0025745884,0.0017705437,0.0020942756,0.0022950023,0.0022967889,0.0023628976,0.002065639,0.002118821,0.0021846872,0.0026739612,0.0021268013,0.0022348538,0.002287095,0.0023316701,0.0025628835,0.0025863,0.0021318984,0.002328679,0.0026082804,0.0020429366,0.0022052918,0.0020633235,0.0017141381,0.0022459496,0.0020815022,0.0017856185,0.0016250398,0.0024889903,0.0022946827,0.0018744466,0.0018450993,0.0019772875,0.0020986584,0.0020556499,0.0025059343,0.0018905,0.0021792646,0.002157045,0.0021944055,0.002203736,0.0023081102,0.002598347,0.0025064768,0.0021939282,0.0023274512,0.0021448745,0.002161895,0.0021671194,0.0026512404,0.00221041,0.0026029379,0.0021643955,0.0024677163,0.002694101,0.0019515137,0.0023193036,0.0017843214,0.0018833504,0.0025890789,0.0024384363,0.002217373,0.0018029335,0.0017396879,0.0016648906,0.0020421576,0.0017276531,0.0018017802,0.0027026548,0.0020285621,0.0026879213,0.0014844578,0.0011543926,0.0025857203,0.0015499659,0.0016645762,0.0022019753,0.0013546519,0.0018196718,0.0016593174,0.0022709356,0.0019447713,0.0011737978,0.001781025,0.0016640509,0.0021138317,0.0018250577,0.0012424027,0.0018566981,0.0017251768,0.0019711142,0.0017849698,0.0013722274,0.0015510157,0.0012925662,0.0012962632,0.001853975,0.0014714301,0.0013462395,0.0014404964,0.0017445674,0.0012669311,0.0014066257,0.0016637781,0.0013396284,0.001393381,0.0019576913,0.0020202259,0.002214928,0.0021614663
GALNT6,0.002783526,0.0025856493,0.0018241773,0.0016010273,0.0034591195,0.0023348636,0.001927752,0.0027836082,0.002807298,0.004203432,0.0019146992,0.0028868995,0.0020160824,0.0016531559,0.0034679386,0.0024184822,0.0026713263,0.0018689118,0.002158782,0.0026574503,0.0024947654,0.002024838,0.001189778,0.0019566014,0.001543302,0.0017784011,0.00186676,0.0018103683,0.0025147088,0.002259077,0.0024496615,0.001693798,0.0021948346,0.0021364293,0.001895508,0.001515864,0.0021979827,0.0018656175,0.0009894187,0.0021102144,0.0025089642,0.002059944,0.0021497773,0.003405796,0.0029661073,0.0023753424,0.0012554234,0.0019127794,0.0020640853,0.0028766736,0.0029173328,0.0023486717,0.0014108227,0.0019412582,0.0028155823,0.0020051298,0.0013532562,0.002892011,0.0022047681,0.0017071511,0.0013941203,0.0014740848,0.0026006503,0.0017317277,0.002680848,0.002423014,0.0013082592,0.001135579,0.0013989095,0.0019202823,0.0021609513,0.002091729,0.002436514,0.0011096298,0.0018842452,0.0015532895,0.0017492824,0.0015017041,0.0012715055,0.0020578667,0.002519637,0.0021538795,0.0016013695,0.0010829074,0.0014404404,0.0016415224,0.0017729009,0.0030871383,0.00086050446,0.0018571748,0.0015538955,0.0015886136,0.002275636,0.0017426037,0.0018564309,0.0010272071,0.0017835882,0.0015552625,0.0015651841,0.0021077183,0.0011015459,0.0033828004,0.001505948,0.0014699406,0.0009986786,0.0012504348,0.0013335611,0.0019197292,0.0019932995,0.0017637656,0.0021221698
GANAB,0.0023678758,0.001807518,0.0023564722,0.0021062049,0.0023606606,0.0018208956,0.0024870941,0.0021180145,0.0020638034,0.002599963,0.002201387,0.0021566458,0.0025338898,0.0021668444,0.0020618008,0.0018551686,0.0021251468,0.0020345547,0.0020525234,0.0022728117,0.0022447756,0.0026158553,0.0017415036,0.0026104997,0.0022939013,0.0019561402,0.002113503,0.0019926433,0.0017942283,0.00223224,0.0019015496,0.0020534024,0.0019568137,0.0018602496,0.0027892252,0.0020667007,0.002125473,0.002006308,0.0024319473,0.0024141818,0.002466542,0.0027854934,0.0021941708,0.0031003938,0.0024756903,0.0020812717,0.002635537,0.0020067287,0.0021888555,0.0018708677,0.0022307716,0.0024783884,0.0021609587,0.0023770551,0.0022852828,0.0020489248,0.002311088,0.0022270307,0.0018699097,0.0022326296,0.0023811276,0.0022650242,0.0027367612,0.0019964117,0.002313198,0.002140438,0.0023864629,0.0015445916,0.0017798055,0.002523929,0.002146362,0.0022862202,0.0018327896,0.0019890151,0.0021107977,0.0020853311,0.0020113157,0.002272103,0.0017253906,0.001755735,0.0019061686,0.0020620269,0.0013643653,0.001345754,0.0018881375,0.0016307435,0.0021652088,0.0014820402,0.0011121181,0.0018629411,0.0012872039,0.0013581677,0.0016229132,0.001636102,0.0016763216,0.0013689934,0.0015303646,0.0012312608,0.0016429882,0.0015169745,0.0014887151,0.0019067685,0.0014531102,0.0013452973,0.0015601093,0.0015269213,0.0015352396,0.0016429349,0.0013899449,0.0013573532,0.0015247065
