Gene,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
NAV1,0.001868977,0.0041897246,0.0032646884,0.002125717,0.0020130768,0.0043738466,0.001731282,0.0016512055,0.0025996475,0.0036220166,0.0022839871,0.0025390186,0.002259006,0.0031278182,0.0021672861,0.0019073166,0.0022525822,0.0018621654,0.0028582911,0.0046773376,0.0021986885,0.0026380927,0.0014681077,0.0030147943,0.003273371,0.00116312,0.0016706995,0.0016059156,0.0031482072,0.0018323855,0.0019327084,0.0012028366,0.0020656325,0.0025371597,0.002271798,0.001628235,0.002062362,0.0018443061,0.002725791,0.002416138,0.0019709622,0.0025199158,0.0024810054,0.0051667015,0.0016757388,0.0034467909,0.0016422162,0.0021615531,0.0018587536,0.0028066044,0.003347362,0.001753898,0.0027961107,0.0013378814,0.002572217,0.0017676075,0.0014652137,0.0017956668,0.0018489958,0.0029826502,0.001903445,0.0026044417,0.0018566487,0.0014110152,0.0015589757,0.0020287756,0.0014854182,0.0013276618,0.0010188373,0.0014241334,0.002721591,0.001732881,0.0019718166,0.0017113673,0.0012072709,0.0024382796,0.0012503085,0.0024474165,0.0011653022,0.0021124266,0.002116654,0.0020593244,0.0009182725,0.0010574085,0.0017708987,0.00069277035,0.0016175364,0.0019917246,0.00094181596,0.0013274896,0.0010847148,0.0015696476,0.0014689452,0.0014294441,0.0010280986,0.0011722884,0.0011910682,0.0017670564,0.0013324545,0.0015852335,0.0010289619,0.00194843,0.0012640891,0.00141798,0.0018286356,0.0013023308,0.0013863682,0.001855139,0.0019647016,0.0013218496,0.0011901793
NBL1,0.002090612,0.0014030653,0.002623305,0.0034660602,0.0011814873,0.0022851229,0.001303261,0.0026676492,0.0021875757,0.001366067,0.0017868773,0.0013025465,0.0024155418,0.0013758328,0.0010540969,0.0018542091,0.0013883492,0.0014068349,0.0019890703,0.0017667231,0.0016033518,0.002425144,0.00212607,0.0018934435,0.0018070241,0.0012740311,0.0018311691,0.0019340473,0.0012110695,0.001112691,0.0021691509,0.0011882804,0.001704117,0.0020548273,0.0014911825,0.0024181982,0.0018739292,0.002520385,0.001580919,0.0026040697,0.0042263465,0.0029485151,0.0013865405,0.0017972048,0.0018610402,0.0017989094,0.0023169946,0.002169962,0.0014379092,0.0013630198,0.0016866279,0.0012307507,0.0018687386,0.0027528259,0.0017941549,0.0011424731,0.0013867903,0.001797271,0.0014634887,0.0018511896,0.002961238,0.0031438395,0.003993276,0.002239615,0.0021580837,0.0019485586,0.0015559342,0.0012485668,0.002507959,0.0021450461,0.003709032,0.002204444,0.0016653216,0.0018137897,0.0013744232,0.0017100105,0.0034035277,0.0029850695,0.0016378716,0.0022313069,0.0024545253,0.0017967412,0.0023618115,0.0013522658,0.004658857,0.0015655098,0.0021743309,0.0014980685,0.0019268104,0.0021465472,0.0018224443,0.0016026832,0.0037570302,0.0014636345,0.0019513097,0.0025293846,0.0026936564,0.0009888432,0.0016269393,0.0014854624,0.0022908342,0.002175096,0.0021833186,0.0028796948,0.0016210709,0.0015051062,0.0018681976,0.0028922174,0.0020205572,0.0015438604,0.0019908643
NCAPD2,0.0021655248,0.0013499807,0.0022227003,0.001959649,0.002289631,0.0018777209,0.0023591125,0.0016306611,0.0018402808,0.002392995,0.0017416684,0.0018908497,0.0017773007,0.0017524848,0.002096024,0.0017417764,0.002049177,0.0018595405,0.002350424,0.002771701,0.0022786043,0.0027237118,0.0017082355,0.002202452,0.002310229,0.0022102038,0.002140112,0.0020565146,0.001772152,0.00190993,0.002097186,0.0017968504,0.0024583556,0.0024529016,0.0024015775,0.0015865014,0.0024201204,0.0016278473,0.0023587458,0.0024913582,0.002178986,0.0022906598,0.0021305103,0.0025583196,0.002335507,0.0029091395,0.0024965003,0.0023917814,0.0026592703,0.001978308,0.0022303187,0.0024033461,0.0021596118,0.002375718,0.0025880171,0.0015842622,0.0022170942,0.002079669,0.0022241676,0.0021419555,0.0026620433,0.0030027712,0.0027332879,0.0018430946,0.0024671538,0.0024772212,0.001852948,0.0021352088,0.0016595153,0.0027141492,0.0020037915,0.0019802202,0.0017770632,0.0017903213,0.0019342654,0.0022485703,0.0021034935,0.0024384642,0.0018373908,0.0020758766,0.0019657488,0.002427001,0.0014546274,0.0014051027,0.0018977363,0.0019196669,0.0021212753,0.0015939218,0.0014694022,0.0014968441,0.0014001038,0.0015370258,0.0014439942,0.0014911606,0.0015150635,0.0011501564,0.0013815295,0.001524621,0.002114578,0.0020058146,0.0015816853,0.001968291,0.0014933978,0.001105816,0.0015919256,0.0013774433,0.0014732288,0.0018716602,0.0017426586,0.0018819663,0.0012864775
NCAPD3,0.0022442658,0.0014260851,0.0019575579,0.0016882739,0.0024870227,0.0023613514,0.0024160654,0.001647948,0.002877122,0.0024682875,0.0017301654,0.0020323629,0.0025213403,0.0021935867,0.0016986291,0.0019723189,0.0021242872,0.0021260323,0.0025908118,0.002697666,0.0016629018,0.002898817,0.0020102777,0.002581105,0.0026035176,0.001667997,0.0015955016,0.0015998179,0.0018938956,0.0022245764,0.002063061,0.0019559308,0.002399704,0.002248332,0.0030294019,0.0019975898,0.00208506,0.0018023279,0.0026410217,0.0033213582,0.0021033904,0.002670347,0.001928621,0.0034831113,0.0019161983,0.0020743837,0.0018015632,0.0019403283,0.0024536564,0.0018995698,0.0017216525,0.0027229863,0.0029558016,0.0021176506,0.0028177924,0.0016142688,0.0024554124,0.0019546181,0.0020504156,0.0023210314,0.0021830103,0.0024101327,0.003411809,0.0017743007,0.0020641221,0.0023866221,0.0016687211,0.001711183,0.0015334703,0.0032833365,0.002514324,0.0021235843,0.002039841,0.0016685921,0.0020294965,0.001897086,0.002363726,0.0023891863,0.0019500956,0.0015040427,0.0017771559,0.0022194732,0.0010092928,0.0010325842,0.0016847274,0.0018249267,0.0018070712,0.0018029881,0.0015186548,0.0021087832,0.0012833402,0.0012657411,0.0015836908,0.0017752012,0.0016650107,0.0012566291,0.0017876525,0.0011978621,0.0018941411,0.0015694599,0.0013706967,0.0016864652,0.0014638422,0.0010459614,0.0016545636,0.0012273847,0.0013269294,0.0015775556,0.0016202745,0.0014256526,0.0015661016
NCDN,0.0018453788,0.0018010738,0.0026176046,0.0018554269,0.0023434425,0.0020512,0.0021946288,0.0022142327,0.0024637557,0.0022930678,0.0020853349,0.0023175592,0.0023238976,0.0018907753,0.001750647,0.0019132586,0.001995136,0.0013601651,0.0023294718,0.0022919243,0.0020458472,0.0028197952,0.0024058109,0.0023804847,0.0022916095,0.0018398612,0.0018886921,0.0014976106,0.0016893708,0.0024171534,0.0021337043,0.0021574069,0.0016805169,0.0022855573,0.0024307992,0.0021754974,0.0020632187,0.0020776663,0.0026962413,0.0024761271,0.0023689505,0.0023552862,0.0021360028,0.0022995982,0.002368063,0.0022297823,0.0026077253,0.0017900154,0.002258542,0.00222397,0.0020573656,0.0021934572,0.0020805493,0.002253454,0.002684109,0.002012363,0.001390141,0.0018006531,0.0014828417,0.001845305,0.002111615,0.0027863483,0.002679347,0.0013217829,0.0018546908,0.0018511232,0.0016569167,0.0018533437,0.0015607954,0.002375269,0.0024360744,0.00241028,0.0014831556,0.0020620427,0.0017856028,0.0021800706,0.0018668324,0.0024692318,0.0013629893,0.0018474831,0.0017719201,0.002331652,0.0017115177,0.0018482867,0.0018581537,0.0013669753,0.0022863226,0.0017042016,0.0016909587,0.0019484783,0.0014741477,0.0016811229,0.0016378785,0.0015532003,0.001961245,0.0014398467,0.0020381785,0.0015692145,0.0015648075,0.001994849,0.0019343515,0.002130717,0.0018869404,0.0020759236,0.0018876332,0.0014424635,0.0017305485,0.0018304033,0.0017355513,0.0018260531,0.0017850817
NCKAP1L,0.0020968996,0.0026981535,0.0021535098,0.002239054,0.0020640064,0.0018629823,0.0019704993,0.0023457482,0.0017899867,0.002542401,0.001975382,0.0025128599,0.0018820111,0.0020351622,0.0024218427,0.0017803253,0.0021221088,0.0020293694,0.0021516948,0.0023690776,0.002253972,0.001818161,0.0018222056,0.0017516878,0.0019775704,0.0028745942,0.001824273,0.0024724845,0.002703588,0.002091573,0.0017470098,0.0018936885,0.0021985194,0.001883169,0.0021566502,0.0018051943,0.0021036959,0.0022581634,0.0018961027,0.0021461146,0.002457779,0.001897452,0.0020823125,0.0026511063,0.0033477186,0.002009345,0.0016661914,0.002112824,0.0020856631,0.002378019,0.0022210917,0.0029572381,0.0021198315,0.0018415026,0.0027471376,0.0025637196,0.0023336143,0.002284745,0.0027734647,0.002224104,0.0018939087,0.0019770497,0.001945211,0.002120454,0.0023492046,0.0023397335,0.0022076336,0.0016561713,0.0020013126,0.0018164677,0.0017952966,0.0024132153,0.0023347319,0.0019498003,0.0019187935,0.0018270063,0.0021359848,0.001960488,0.0018018197,0.0019484118,0.0021112005,0.0018641516,0.0018844284,0.0016658228,0.0014638007,0.0019049676,0.0017741438,0.0015907147,0.001287506,0.0016037794,0.0017983998,0.0016335921,0.0013591175,0.0016035668,0.0017376251,0.001240266,0.001762306,0.002118255,0.0020736207,0.0016545295,0.001415988,0.001724611,0.0013646256,0.0014143683,0.0018123459,0.0018219189,0.0018078198,0.0015334385,0.0018078008,0.0014416139,0.0013373039
NCOA2,0.0032635366,0.003649279,0.002376294,0.0022087607,0.0018498445,0.0021001005,0.0018202814,0.001745866,0.0014382853,0.0023085775,0.0019558815,0.0030916615,0.0019277263,0.00314089,0.002859649,0.002581446,0.0023188335,0.0044522984,0.002009541,0.0023758365,0.0025352226,0.002076734,0.0016821083,0.0019199363,0.002402753,0.0030527646,0.0019648029,0.0030266428,0.0019358528,0.002106565,0.0017603764,0.0018637166,0.002110736,0.002337669,0.0025307487,0.0016312044,0.0020956546,0.0014882443,0.0018339091,0.002008211,0.00171864,0.002077065,0.002563527,0.0025645124,0.0029639273,0.0022813946,0.002216078,0.002642371,0.0022522986,0.0017840528,0.0018552965,0.0028710358,0.002757672,0.0014345415,0.0020191153,0.0028171623,0.0021429798,0.0028263442,0.003158254,0.0029713113,0.0027188412,0.0023102844,0.0019408014,0.0024559756,0.0019984294,0.0028037343,0.003223332,0.0011574177,0.0021739632,0.002837701,0.0019103184,0.0022938713,0.0022492725,0.0015429403,0.0021805582,0.0012887827,0.0021899964,0.001953624,0.002246164,0.0013860959,0.0017090098,0.0023592387,0.0013075857,0.00060634024,0.0014457431,0.001424797,0.0007862078,0.0009797607,0.0008853932,0.0009264941,0.001400179,0.0016775633,0.0009461164,0.002493039,0.00080273574,0.000846281,0.0008924404,0.0023137527,0.0018175094,0.0015029722,0.0011389782,0.0014736099,0.0009175411,0.0007321138,0.0017219901,0.00069613184,0.0017023827,0.0011113255,0.0012840055,0.0014671105,0.0014962463
NCOA3,0.0024757062,0.0038882785,0.0023218303,0.0019772926,0.0018226062,0.0022401856,0.0020524405,0.0017910397,0.0017845216,0.0023341565,0.0019522911,0.0018700126,0.0021453954,0.0023236065,0.002225098,0.0015821372,0.002074239,0.0024472577,0.0019723205,0.0019979004,0.0021974035,0.002299076,0.0013721825,0.0018490726,0.0025537142,0.0032384961,0.0018018913,0.00317723,0.00243306,0.0022323756,0.0016976283,0.0016279911,0.0019289998,0.0020496452,0.0035440305,0.0018772637,0.0016942479,0.0021199258,0.0021412298,0.002379388,0.0018783311,0.002244591,0.0020351654,0.0024444263,0.0032195668,0.0023348646,0.0022420152,0.0025042612,0.0022328976,0.002093015,0.0016629177,0.0029291348,0.0023281763,0.0016004816,0.0021321783,0.00250595,0.0018412438,0.0026570433,0.0029128667,0.0031817087,0.002412402,0.0023489213,0.0022908947,0.0022147372,0.0023348914,0.0028562052,0.0031263703,0.0015471253,0.0019059408,0.0021660938,0.0019891285,0.002276907,0.0028187325,0.002795011,0.0019816058,0.0018205807,0.0021491225,0.0016593373,0.002127054,0.0015172721,0.0016924473,0.0023995093,0.0013986633,0.0011848812,0.0013650522,0.0012759191,0.0010547248,0.0014455231,0.0012408901,0.001228817,0.001230528,0.0017667194,0.0010737934,0.0023396458,0.0012188138,0.00084253756,0.0014591394,0.0020609787,0.0015721605,0.0016537559,0.00149116,0.0018872872,0.0013048195,0.00096459506,0.0017031921,0.0011579801,0.0019812167,0.0010667893,0.0013418066,0.0010816149,0.0011854136
NCOA6,0.0032322386,0.0021168732,0.0027587172,0.0017432761,0.0019706113,0.0021240641,0.002425172,0.0021553352,0.00191754,0.0024221002,0.002584176,0.0031166356,0.0021759553,0.0030897052,0.0026275006,0.0024507213,0.0025538695,0.0035160652,0.002128251,0.002903459,0.002955593,0.0021166166,0.0015386604,0.0023731696,0.0021817465,0.0025776387,0.0019393218,0.0022640256,0.0017909729,0.0021306616,0.0022043863,0.0020605382,0.0020705075,0.0024393934,0.0025285298,0.0017802754,0.0023091927,0.0018677937,0.001931039,0.0023485923,0.0020565784,0.002411489,0.002344213,0.0025931573,0.0028302236,0.0023110698,0.0023229374,0.0024048928,0.002209956,0.001867432,0.00214325,0.0023910983,0.002571949,0.0016852511,0.0021145386,0.0022384513,0.00240792,0.0023104835,0.002060387,0.002143567,0.002561441,0.0022776148,0.0017725872,0.002163047,0.0019294558,0.0023738304,0.0024410854,0.0015466665,0.0023711878,0.0023061202,0.0017705007,0.0018938355,0.0019157996,0.0012721512,0.0021000165,0.0014138446,0.0017218756,0.0019791904,0.0014937604,0.001568466,0.0019392868,0.0022762339,0.0016345498,0.00080928666,0.0017060629,0.0012014692,0.0014396238,0.0014175925,0.0010485918,0.0010537005,0.0017467644,0.002024845,0.0012815666,0.0016095306,0.0011506857,0.0011002299,0.0010230839,0.002074322,0.001868118,0.0015439977,0.0011339916,0.0016695996,0.00095738523,0.00090034044,0.0016473068,0.0010284426,0.0011466653,0.00169418,0.0018267304,0.0020210422,0.001795289
NCOR1,0.0032910504,0.0025881117,0.002618682,0.0018069446,0.0023655721,0.002002392,0.0022905662,0.0019177571,0.0017169381,0.0032480555,0.0020833323,0.0025804122,0.00264491,0.0027385824,0.0023081682,0.0016167948,0.0020704458,0.0031455006,0.002114425,0.0030129724,0.002750599,0.0024646781,0.0014768557,0.0023637637,0.0023847283,0.0022842404,0.0020234198,0.0022897124,0.0017267757,0.0019800547,0.0020839737,0.001648504,0.0020414453,0.0022128406,0.0023588543,0.001859142,0.002263861,0.0018810193,0.0021400126,0.0025396172,0.0021236525,0.0024697299,0.002351696,0.003681354,0.0032867815,0.0024010174,0.002273159,0.002558469,0.0023841232,0.0021890656,0.002273092,0.0030078792,0.002478779,0.0019719175,0.002715501,0.0020031657,0.0023399107,0.0024986255,0.002642016,0.0031320187,0.0026803806,0.0021970593,0.002607055,0.0018646218,0.0023960308,0.0023299083,0.002653862,0.0013409121,0.0018234439,0.002929134,0.0023294485,0.002415083,0.0021500995,0.0015030069,0.0023041524,0.0019101984,0.0020968502,0.002152137,0.0016256277,0.0017401812,0.0020231612,0.0022498132,0.0010959026,0.0006954583,0.0015424666,0.001202941,0.0012878502,0.0011848436,0.0008898577,0.0011352522,0.001264094,0.0014489068,0.0011097455,0.0015976768,0.0011160402,0.00083477615,0.0009972047,0.0016547353,0.0016385637,0.001146218,0.00096939947,0.0015075246,0.00091218593,0.00067414687,0.0013617881,0.00089150225,0.0013494407,0.0012626977,0.0013144348,0.0012576274,0.0010995803
NCOR2,0.0026539045,0.0014388904,0.0030448616,0.0016717147,0.0025711218,0.0023192975,0.0025972326,0.0023777673,0.002563517,0.0024910641,0.0023804877,0.0030349004,0.0024797954,0.0026486805,0.00230595,0.0026569434,0.0031014862,0.0027756635,0.002208752,0.0031281973,0.00302897,0.0022291986,0.001982172,0.0021046014,0.002180383,0.0016551026,0.001781657,0.0014318897,0.0013891184,0.0025510718,0.0023402204,0.0020705045,0.002116765,0.0022778462,0.0021240225,0.0018121614,0.0025728412,0.0019822572,0.0025664768,0.002530384,0.0024857174,0.002657174,0.0025166182,0.0039789896,0.0028250099,0.0025684333,0.0023263998,0.0022218653,0.002163834,0.0024106507,0.0027048239,0.0017904565,0.0019850552,0.002061656,0.0026838565,0.0018256917,0.0013128574,0.0027007177,0.0014199854,0.0014968499,0.0021818392,0.0022185433,0.0017762299,0.001676773,0.0016652179,0.0015912701,0.0018298505,0.0013411689,0.0016604748,0.002492965,0.0018426589,0.0023559965,0.0013861724,0.00091014884,0.0023351707,0.0014818243,0.001126442,0.0025026028,0.0009779943,0.0020787867,0.0017491089,0.0023019952,0.0016403284,0.0009246722,0.0018875691,0.0011547141,0.0018050328,0.001823108,0.0011688683,0.0016708842,0.0015656841,0.0022819059,0.0019397222,0.0013121077,0.0015812118,0.0012474095,0.001111796,0.001936946,0.0012420238,0.0014039293,0.0010613446,0.0016716509,0.0010615825,0.0011186133,0.0015127363,0.0010889638,0.0011429811,0.002057906,0.00202654,0.0018160054,0.0024286888
NDUFA1,0.0017860965,0.002422738,0.0017483309,0.0020654274,0.0016183488,0.0014662591,0.0018799312,0.002295128,0.0016070476,0.0015377669,0.0021153372,0.001458654,0.0021148352,0.0017919979,0.001646765,0.0023818945,0.0018873647,0.001963906,0.0017172741,0.0017038858,0.0019912808,0.0018224238,0.0019971842,0.0014258007,0.001440849,0.0017221089,0.002436794,0.002143054,0.0016761502,0.0022243385,0.0023668795,0.0022900251,0.0020466938,0.0016144717,0.002438454,0.0019086346,0.0022109025,0.0024445776,0.0017249229,0.0015904378,0.0021065178,0.0015700898,0.0019470588,0.002053815,0.0017460164,0.0018484679,0.0018135677,0.001882233,0.0020970108,0.0017977768,0.0027753524,0.0021366337,0.0023493383,0.0020768815,0.0020294478,0.0032293082,0.0021169456,0.0019284588,0.0014506894,0.0016750876,0.0026225364,0.0021312167,0.0016700837,0.0018291761,0.0016277164,0.0013022822,0.0015012096,0.001586121,0.0020232138,0.0018920593,0.0018569737,0.0024624234,0.0017244559,0.001287896,0.0024509106,0.0016868059,0.0015185722,0.0020224634,0.0017667294,0.0026601923,0.0025606644,0.0016809124,0.002272503,0.0023305155,0.002066115,0.0021017157,0.0035525782,0.0014453343,0.0016122039,0.0021789041,0.0026658303,0.0031878257,0.0028204804,0.0018325932,0.001685751,0.002853823,0.0018259431,0.00200291,0.0027258727,0.001732115,0.0017514032,0.0017316097,0.0015169611,0.0019484987,0.0016804317,0.0029294703,0.0016098715,0.0021377855,0.0027154475,0.0031453304,0.0022026023
NDUFA12,0.00201797,0.0033992878,0.0018881313,0.0023433971,0.001974716,0.0018772383,0.0016568846,0.0023325186,0.0017490928,0.0018837322,0.0021588674,0.0013775082,0.0022997707,0.0019226007,0.0016665371,0.0019976657,0.0018243678,0.001639178,0.0015554735,0.0015888368,0.0018594579,0.0014838072,0.0037016852,0.0015756021,0.0018538912,0.0017650821,0.0018429019,0.0018331944,0.0025509556,0.0016886034,0.002026042,0.002087039,0.001767464,0.0014514531,0.0020329924,0.0015205399,0.0017028669,0.0026161512,0.0017166942,0.0019512373,0.002738225,0.0020492403,0.0019461786,0.0025232905,0.0016065371,0.0019670718,0.002195003,0.0016163032,0.0021368396,0.0011872078,0.0016864873,0.0017905885,0.0017621857,0.0017672919,0.0018644743,0.0015939772,0.0020924238,0.0016258046,0.0016160196,0.0018378841,0.0012938048,0.0015649204,0.0014181642,0.0014669737,0.001997622,0.0014562921,0.001194843,0.0017874595,0.001919999,0.0020430018,0.001845278,0.0014907161,0.0017050331,0.0017475123,0.0017013248,0.0025077118,0.0015565138,0.0018020851,0.001590582,0.0024377469,0.003448646,0.0013221985,0.0017847868,0.004029289,0.0022292077,0.0021764473,0.0024864573,0.001525452,0.0026882223,0.002081789,0.0031751727,0.0027975996,0.0027996148,0.0019338401,0.002322211,0.0021677343,0.0022286081,0.0019393013,0.002448406,0.0024622446,0.0022047372,0.0020593633,0.0018628923,0.0022415146,0.0018375316,0.0029890067,0.0024413902,0.0021794192,0.002048375,0.0019279235,0.003331239
NDUFA5,0.0019515009,0.0023842752,0.0015445227,0.0020412211,0.0017415173,0.0018165302,0.0015815542,0.0018615918,0.001959692,0.0017090763,0.0018313975,0.0014765273,0.0017421535,0.0019892014,0.0017295507,0.0017316584,0.0015750442,0.0016884113,0.0020230392,0.0015560073,0.0015566929,0.001741655,0.0020934131,0.0013193754,0.0017096959,0.0016113085,0.0015915752,0.0016658327,0.0028655785,0.001923794,0.0020185509,0.001881175,0.0023426297,0.002076409,0.001820026,0.001865313,0.0016902722,0.0018725711,0.0016693855,0.0019235832,0.0018112422,0.001537621,0.0015268764,0.0014485031,0.0013724188,0.0015102655,0.0015902248,0.0017083008,0.0017763213,0.0017946427,0.00199805,0.001860376,0.0013629117,0.0021133663,0.001486213,0.0019457827,0.0017205026,0.0015776751,0.0020375473,0.0021339695,0.0014550561,0.0015476678,0.0018997012,0.0018353192,0.0019172371,0.0020165613,0.0015037479,0.001963482,0.0018194899,0.0013523144,0.0023866298,0.0016496627,0.0019457216,0.0025322693,0.0018642923,0.0020459963,0.002083137,0.0017360784,0.0024169928,0.0021771954,0.0024345005,0.0014943295,0.0019166869,0.0029992538,0.0020832303,0.002491009,0.0020037228,0.0019195937,0.002718185,0.0026821115,0.0019399776,0.0019736197,0.0022286244,0.0036809708,0.0026098683,0.0025776129,0.0030971207,0.002465122,0.0032023923,0.0030281062,0.0028400181,0.0029603958,0.002875516,0.0025810518,0.0023321572,0.0027740255,0.0021511393,0.0027698118,0.0023773366,0.0022644133,0.0023761191
NDUFAF4,0.0016410989,0.0017037914,0.00216441,0.0019933004,0.0017337089,0.002147558,0.0019009705,0.0017156114,0.0020998535,0.0015324547,0.0014954258,0.0013822035,0.0021556115,0.001802026,0.0012306035,0.002066947,0.0016154611,0.0014118596,0.0015070302,0.0015395425,0.001070599,0.0019764714,0.0021118007,0.0016131457,0.0021338288,0.0014302628,0.0014601221,0.0015433556,0.0027142991,0.0020753054,0.0018743618,0.0024028167,0.0026228,0.0021155498,0.002133495,0.0025870004,0.0015429405,0.0025892712,0.0019433224,0.0017591862,0.002315602,0.0018111693,0.0017488345,0.0015533323,0.0013497053,0.0018400517,0.002028043,0.0018167578,0.0017509111,0.0019481126,0.0015344837,0.002143378,0.0013074228,0.0022832463,0.001117928,0.0011519116,0.0024088076,0.0016328521,0.0018976929,0.0019085854,0.0016100795,0.0014356985,0.0024674598,0.0016336621,0.0022541182,0.0020653594,0.0014818949,0.0022115232,0.0022751042,0.0012624968,0.0023406018,0.0016644191,0.001704083,0.0027703291,0.0015119412,0.0023702732,0.0022413959,0.0015232547,0.0024856196,0.0023399633,0.0016992494,0.0014640172,0.0016819418,0.0031666376,0.0026033102,0.002109681,0.0021711679,0.0019693666,0.002531704,0.002472048,0.0016832624,0.0017277793,0.0035208545,0.0025730813,0.0035770875,0.001993884,0.0031637219,0.0019085673,0.0023443727,0.0037927136,0.002640647,0.0029215922,0.0026973428,0.0022485016,0.0025304684,0.002356796,0.0021568765,0.0021300835,0.0024353266,0.0016698096,0.0018032467
NDUFAF7,0.0018079054,0.0019327583,0.0015859713,0.002181611,0.0018296507,0.0017088035,0.0017196817,0.0019264315,0.0018461513,0.0018904054,0.0015171883,0.0016757475,0.0018724558,0.0017928614,0.0018980161,0.0020486915,0.0021741157,0.0017072106,0.0022653323,0.001428166,0.0013399154,0.0015225209,0.0020421569,0.0015867822,0.0020620578,0.0020537896,0.0017209122,0.0015485855,0.0023603695,0.0016546157,0.0021500306,0.0026390927,0.0022275525,0.0020749196,0.0013603348,0.0018074055,0.0020136049,0.0017506083,0.0018576274,0.0017221221,0.0017339977,0.0018040148,0.0016929301,0.0016687337,0.001318386,0.00178533,0.0015932191,0.0017632956,0.002155097,0.0017344126,0.0016624134,0.0019844181,0.00216075,0.0022976117,0.0017969112,0.0016667488,0.001320558,0.0018376809,0.0017433144,0.0013757255,0.0018425192,0.0016240167,0.0017831333,0.002629338,0.0023918648,0.0018949487,0.002063419,0.0022809342,0.0017526329,0.0018277027,0.0019822903,0.0013796225,0.002067826,0.0021724473,0.0018856879,0.0017550633,0.002187691,0.0019812281,0.0022633304,0.001842904,0.0019847646,0.0019147951,0.002257637,0.0023228691,0.0024487055,0.0032766454,0.0016680511,0.0023310157,0.0032405688,0.002489756,0.0026236023,0.0017798321,0.0026669316,0.002336181,0.0023341211,0.0027631884,0.0027297332,0.0024219616,0.0026846463,0.0024142826,0.0026760574,0.002368406,0.003088574,0.0026535818,0.0026149196,0.002172992,0.002633878,0.00175714,0.0018690964,0.0020272776,0.0019231404
NDUFB1,0.0017906529,0.0026908536,0.001720759,0.0023638536,0.0014531275,0.002032678,0.0021289994,0.002748635,0.0019261132,0.0016933688,0.0024834713,0.0019000168,0.0020253889,0.0020145087,0.0019700078,0.002549355,0.0022178432,0.0022617353,0.0015771202,0.0017931634,0.0024036034,0.001889846,0.0019435463,0.0015178665,0.0014482852,0.0018655091,0.0026568295,0.0023310191,0.002180184,0.0017716724,0.0020578923,0.0021543321,0.0017924642,0.0016253362,0.0022677875,0.0016747786,0.0021467556,0.0024714663,0.0014923959,0.0012581887,0.0018571095,0.0012261125,0.0017366862,0.0014145009,0.0017520875,0.0017489308,0.0018552543,0.0017634094,0.0015390093,0.0014939181,0.0023082804,0.0021312465,0.0020751366,0.0017877523,0.0018487793,0.0025445432,0.0020931282,0.001642348,0.0017861504,0.0018619952,0.0018251296,0.0018254567,0.001512784,0.002290123,0.00207696,0.0017496347,0.0019331797,0.0016652547,0.0019991118,0.0015755508,0.001500907,0.0015943556,0.0019758404,0.0016369532,0.0019088525,0.002075776,0.0021044088,0.0016129338,0.002155226,0.0018331925,0.0023278557,0.003207757,0.0029633623,0.0022744604,0.0020185742,0.0021342728,0.002477687,0.0016753234,0.0022609502,0.0017420889,0.0024001542,0.0019442638,0.0017633707,0.002394966,0.001999968,0.0026457524,0.002133455,0.0027133345,0.0029976042,0.0019225859,0.0020214582,0.0016255331,0.0018912541,0.0019081463,0.00182439,0.0031875786,0.0017483771,0.0018945616,0.0028550741,0.0029168238,0.0020023154
NDUFB11,0.0014009237,0.0014179132,0.002145363,0.0020987962,0.0016550437,0.0020736777,0.0022961313,0.002427496,0.002005206,0.0017724407,0.002159527,0.0016070065,0.0023769822,0.0015409222,0.0014579643,0.0020059345,0.0021067571,0.0011244743,0.0020338912,0.002249119,0.0018742179,0.0021796944,0.0024823574,0.001579302,0.0018919479,0.0016116356,0.0022109663,0.001781735,0.0014043897,0.0019262556,0.0019666392,0.0028461588,0.0018707194,0.0016855538,0.0026195375,0.0020726337,0.0019869201,0.0027003202,0.0022899646,0.0020854124,0.0024583742,0.0019441611,0.0022512265,0.002226374,0.0019272645,0.0018070578,0.0022328468,0.0019489839,0.002047518,0.002021918,0.0017700741,0.0017475478,0.00170957,0.0026597264,0.0019778737,0.0020400123,0.0017799431,0.001643002,0.0013417341,0.0013920807,0.0021767153,0.0015528079,0.0020452093,0.0019214264,0.0019743326,0.001111041,0.0012798009,0.0018472453,0.0018450163,0.001965608,0.0019839474,0.0023443212,0.0013839663,0.0018048465,0.0017376714,0.0024715762,0.0016465817,0.0016431933,0.0018163029,0.0028678498,0.0021869093,0.001797095,0.002247989,0.002820971,0.0024190308,0.0022616696,0.0029242455,0.0019990483,0.0018580317,0.0023347158,0.0018903122,0.002486359,0.002507019,0.0015324281,0.002278389,0.0024094896,0.0020477271,0.0017978579,0.0018744787,0.0020689191,0.0020049342,0.0016079218,0.0023430604,0.0025114582,0.0021214513,0.002392917,0.0018113108,0.0020927638,0.0023943714,0.0029800306,0.0021110817
